,nutrition_source,gitonga_s,gitonga_p,portuguese,scientific,family,phylum,category,focal,sg_dep_median,sg_dep_cat,nutrition_prop_hot_raw,nutrition_prop_hot,nutrition_prop_cold_raw,nutrition_prop_cold,ParentGlobalID,ccp,gender,fish_pract,pract_cat
270,02,livbionho,mavbionho,Melanúria comum,Gerres oyena,Gerreidae,bony fish,fish,1.0,0.0,none,4,0.1333333333333333,4,0.1333333333333333,fa135abb-d0cf-4f86-81fa-d786fd8a957a,marrambone,f,shrimp_net,shrimp_net
271,02,livbionho,mavbionho,Melanúria comum,Gerres oyena,Gerreidae,bony fish,fish,1.0,0.0,none,4,0.1333333333333333,4,0.1333333333333333,fa135abb-d0cf-4f86-81fa-d786fd8a957a,marrambone,f,gill_net,fish
245,02,livbionho,mavbionho,Melanúria comum,Gerres oyena,Gerreidae,bony fish,fish,1.0,0.0,none,6,0.2,7,0.2333333333333333,6e76bb44-7881-4dfe-aff2-019452e7f1ef,marrambone,f,shrimp_net,shrimp_net
842,02,livbionho,mavbionho,Melanúria comum,Gerres oyena,Gerreidae,bony fish,fish,1.0,0.0,none,3,0.1,2,0.0666666666666666,217d4e9d-94cc-407a-9aaf-9dabfa977971,kuguana,m,drag_net,fish
294,02,livbionho,mavbionho,Melanúria comum,Gerres oyena,Gerreidae,bony fish,fish,1.0,0.0,none,9,0.3,9,0.3,e8d84b41-6838-4a4d-b98d-66385c122993,marrambone,m,fence_trap,fish
302,02,livbionho,mavbionho,Melanúria comum,Gerres oyena,Gerreidae,bony fish,fish,1.0,0.0,none,12,0.4,5,0.1666666666666666,a9a9124d-f801-444e-a6ac-6f1064ecb6a6,marrambone,m,hand_line,fish
244,02,livbionho,mavbionho,Melanúria comum,Gerres oyena,Gerreidae,bony fish,fish,1.0,0.0,none,6,0.2,7,0.2333333333333333,6e76bb44-7881-4dfe-aff2-019452e7f1ef,marrambone,f,glean,glean
306,02,livbionho,mavbionho,Melanúria comum,Gerres oyena,Gerreidae,bony fish,fish,1.0,0.0,none,9,0.3,9,0.3,c4bf73af-5f99-4b43-abd8-9373a369c415,marrambone,m,gill_net,fish
187,02,livbionho,mavbionho,Melanúria comum,Gerres oyena,Gerreidae,bony fish,fish,1.0,0.0,none,5,0.1666666666666666,4,0.1333333333333333,7dc8a846-da63-495f-815e-10c1c4b6720d,chamane,f,shrimp_net,shrimp_net
327,02,livbionho,mavbionho,Melanúria comum,Gerres oyena,Gerreidae,bony fish,fish,1.0,0.0,none,10,0.3333333333333333,9,0.3,47619fa4-71bc-4eef-b706-4e52c3cd7db8,mucucune,m,basket_trap,fish
199,02,livbionho,mavbionho,Melanúria comum,Gerres oyena,Gerreidae,bony fish,fish,1.0,0.0,none,1,0.0333333333333333,1,0.0333333333333333,d9f43af5-8ab9-476c-bcbd-809deddcdd71,chamane,f,glean,glean
151,02,livbionho,mavbionho,Melanúria comum,Gerres oyena,Gerreidae,bony fish,fish,1.0,0.0,none,1,0.0333333333333333,2,0.0666666666666666,21b02f45-d7ae-4f05-9a52-89dad34349af,chamane,m,glean,glean
237,02,livbionho,mavbionho,Melanúria comum,Gerres oyena,Gerreidae,bony fish,fish,1.0,0.0,none,8,0.2666666666666666,3,0.1,786726d4-2b8e-46a0-ab5f-1339cbe1ab7b,marrambone,f,shrimp_net,shrimp_net
118,02,livbionho,mavbionho,Melanúria comum,Gerres oyena,Gerreidae,bony fish,fish,1.0,0.0,none,3,0.1,2,0.0666666666666666,339c9818-8caa-4798-9a51-85ba26bc71c3,josina_machel,f,shrimp_net,shrimp_net
392,02,livbionho,mavbionho,Melanúria comum,Gerres oyena,Gerreidae,bony fish,fish,1.0,0.0,none,3,0.1,2,0.0666666666666666,615838ac-55f5-4537-ba76-fecefaddd226,mucucune,f,shrimp_net,shrimp_net
559,02,livbionho,mavbionho,Melanúria comum,Gerres oyena,Gerreidae,bony fish,fish,1.0,0.0,none,5,0.1666666666666666,4,0.1333333333333333,ba1de70c-3350-4192-9540-077338da9ce6,nhamaxaxa,m,hand_line,fish
107,02,livbionho,mavbionho,Melanúria comum,Gerres oyena,Gerreidae,bony fish,fish,1.0,0.0,none,2,0.0666666666666666,2,0.0666666666666666,37446c9d-41b8-4942-8a68-e30fce638745,josina_machel,m,shrimp_net,shrimp_net
567,02,livbionho,mavbionho,Melanúria comum,Gerres oyena,Gerreidae,bony fish,fish,1.0,0.0,none,4,0.1333333333333333,4,0.1333333333333333,8536dca4-ea83-4248-865b-3b13873d1a90,nhamaxaxa,m,hand_line,fish
47,02,livbionho,mavbionho,Melanúria comum,Gerres oyena,Gerreidae,bony fish,fish,1.0,0.0,none,9,0.3,9,0.3,4baf4004-6764-4530-a467-07a85d6231ee,nhamua,f,shrimp_net,shrimp_net
579,02,livbionho,mavbionho,Melanúria comum,Gerres oyena,Gerreidae,bony fish,fish,1.0,0.0,none,3,0.1,2,0.0666666666666666,c084112a-11e6-48d0-848c-4b62c67bb16f,nhamaxaxa,f,shrimp_net,shrimp_net
580,02,livbionho,mavbionho,Melanúria comum,Gerres oyena,Gerreidae,bony fish,fish,1.0,0.0,none,3,0.1,2,0.0666666666666666,c084112a-11e6-48d0-848c-4b62c67bb16f,nhamaxaxa,f,glean,glean
95,02,livbionho,mavbionho,Melanúria comum,Gerres oyena,Gerreidae,bony fish,fish,1.0,0.0,none,3,0.1,3,0.1,3e185060-4034-4ece-9bd3-fa7aad0a4c83,josina_machel,m,glean,glean
771,02,livbionho,mavbionho,Melanúria comum,Gerres oyena,Gerreidae,bony fish,fish,1.0,0.0,none,6,0.2,6,,8423da8b-88cf-49f4-8723-5e442b776d59,ilha,m,fence_trap,fish
542,02,livbionho,mavbionho,Melanúria comum,Gerres oyena,Gerreidae,bony fish,fish,1.0,0.0,none,3,0.1,3,0.1,43fe56c7-3c31-4683-bea1-c741c3af6618,nhamaxaxa,m,gill_net,fish
51,02,livbionho,mavbionho,Melanúria comum,Gerres oyena,Gerreidae,bony fish,fish,1.0,0.0,none,6,0.2,6,0.2,0d25df79-dc4d-42aa-9bc9-3b705d683d68,nhamua,m,gill_net,fish
611,02,livbionho,mavbionho,Melanúria comum,Gerres oyena,Gerreidae,bony fish,fish,1.0,0.0,none,3,0.1,3,0.1,2dd5e1ed-eeed-47b2-827d-a0705fc23c7a,sahane,f,glean,glean
635,02,livbionho,mavbionho,Melanúria comum,Gerres oyena,Gerreidae,bony fish,fish,1.0,0.0,none,4,0.1333333333333333,4,0.1333333333333333,9bff2b72-1a93-44b5-b64e-81957664ac2e,sahane,f,shrimp_net,shrimp_net
645,02,livbionho,mavbionho,Melanúria comum,Gerres oyena,Gerreidae,bony fish,fish,1.0,0.0,none,6,0.2,5,0.1666666666666666,a6e2b0b2-8d88-42c8-b600-7b0619713312,nguja,m,hand_line,fish
75,02,livbionho,mavbionho,Melanúria comum,Gerres oyena,Gerreidae,bony fish,fish,1.0,0.0,none,3,0.1,3,0.1,c970df6e-cd2f-4068-a322-0f4b0018e5f5,josina_machel,m,glean,glean
74,02,livbionho,mavbionho,Melanúria comum,Gerres oyena,Gerreidae,bony fish,fish,1.0,0.0,none,3,0.1,3,0.1,c970df6e-cd2f-4068-a322-0f4b0018e5f5,josina_machel,m,diving,fish
59,02,livbionho,mavbionho,Melanúria comum,Gerres oyena,Gerreidae,bony fish,fish,1.0,0.0,none,2,0.0666666666666666,2,0.0666666666666666,84c51f1a-1d76-4548-b5d1-2ff016fdff3c,nhamua,f,shrimp_net,shrimp_net
663,02,livbionho,mavbionho,Melanúria comum,Gerres oyena,Gerreidae,bony fish,fish,1.0,0.0,none,3,0.1,3,0.1,e333971e-3a2f-473c-9783-d10538bbc0aa,nguja,m,hand_line,fish
664,02,livbionho,mavbionho,Melanúria comum,Gerres oyena,Gerreidae,bony fish,fish,1.0,0.0,none,5,0.1666666666666666,5,0.1666666666666666,8abbe022-1d3d-4f37-989c-f804596f7402,nguja,m,gill_net,fish
676,02,livbionho,mavbionho,Melanúria comum,Gerres oyena,Gerreidae,bony fish,fish,1.0,0.0,none,3,0.1,3,0.1,8c4c8baa-dafa-48c6-bb34-4944108c5851,nguja,f,shrimp_net,shrimp_net
66,02,livbionho,mavbionho,Melanúria comum,Gerres oyena,Gerreidae,bony fish,fish,1.0,0.0,none,1,0.0333333333333333,1,0.0333333333333333,c440707b-35aa-4bca-abca-50c81f169c89,josina_machel,m,gill_net,fish
603,02,livbionho,mavbionho,Melanúria comum,Gerres oyena,Gerreidae,bony fish,fish,1.0,0.0,none,3,0.1,0,0.0,f1ab0d58-a047-4854-9fab-5639a38d0919,sahane,m,hand_line,fish
535,02,livbionho,mavbionho,Melanúria comum,Gerres oyena,Gerreidae,bony fish,fish,1.0,0.0,none,2,0.0666666666666666,3,0.1,8719e18a-7160-440e-884e-330fdba6d7a1,nhamaxaxa,f,glean,glean
552,02,livbionho,mavbionho,Melanúria comum,Gerres oyena,Gerreidae,bony fish,fish,1.0,0.0,none,2,0.0666666666666666,0,0.0,affb9ddf-bde5-4005-8a5c-962978da994f,nhamaxaxa,m,gill_net,fish
513,02,livbionho,mavbionho,Melanúria comum,Gerres oyena,Gerreidae,bony fish,fish,1.0,0.0,none,3,0.1,0,0.0,a5a2c506-9bdf-4033-9a76-cc0374b5e66e,nhamaxaxa,f,glean,glean
33,02,livbionho,mavbionho,Melanúria comum,Gerres oyena,Gerreidae,bony fish,fish,1.0,0.0,none,5,0.1666666666666666,5,0.1666666666666666,310a5eff-b95e-4979-a0dd-c98a7703f436,nhamua,m,gill_net,fish
412,02,livbionho,mavbionho,Melanúria comum,Gerres oyena,Gerreidae,bony fish,fish,1.0,0.0,none,5,0.1666666666666666,4,0.1333333333333333,a00016e0-0782-4f50-a9a8-4a5e202f5c50,nhampossa,m,gill_net,fish
34,02,livbionho,mavbionho,Melanúria comum,Gerres oyena,Gerreidae,bony fish,fish,1.0,0.0,none,5,0.1666666666666666,5,0.1666666666666666,310a5eff-b95e-4979-a0dd-c98a7703f436,nhamua,m,glean,glean
137,02,livbionho,mavbionho,Melanúria comum,Gerres oyena,Gerreidae,bony fish,fish,1.0,0.0,none,7,0.2333333333333333,3,0.1,59848ba5-82a3-4de3-b546-44d37605c0d9,josina_machel,m,diving,fish
806,02,livbionho,mavbionho,Melanúria comum,Gerres oyena,Gerreidae,bony fish,fish,1.0,0.0,none,1,0.0333333333333333,2,0.0666666666666666,f5769b1d-ab41-4ec3-9364-13194af91f08,ilha,m,hand_line,fish
794,02,livbionho,mavbionho,Melanúria comum,Gerres oyena,Gerreidae,bony fish,fish,1.0,0.0,none,3,0.1,3,0.1,c3694c07-c810-45ef-8b12-e6c25d1b6feb,ilha,f,glean,glean
127,02,livbionho,mavbionho,Melanúria comum,Gerres oyena,Gerreidae,bony fish,fish,1.0,0.0,none,4,0.1333333333333333,1,0.0333333333333333,e6132e33-e9f3-45ea-a5cf-7d565844a22c,josina_machel,m,hand_line,fish
458,02,livbionho,mavbionho,Melanúria comum,Gerres oyena,Gerreidae,bony fish,fish,1.0,0.0,none,3,0.1,3,0.1,be5b94c1-65c2-44dc-af3c-8a0c1f35f055,madava,m,drag_net,fish
512,02,livbionho,mavbionho,Melanúria comum,Gerres oyena,Gerreidae,bony fish,fish,1.0,0.0,none,3,0.1,0,0.0,a5a2c506-9bdf-4033-9a76-cc0374b5e66e,nhamaxaxa,f,shrimp_net,shrimp_net
551,03,salani,,Melanúria timoneira,Gerres longirostris,Gerreidae,bony fish,fish,1.0,0.5,none,3,0.1,4,0.1333333333333333,affb9ddf-bde5-4005-8a5c-962978da994f,nhamaxaxa,m,gill_net,fish
427,03,salani,,Melanúria timoneira,Gerres longirostris,Gerreidae,bony fish,fish,1.0,0.5,none,3,0.1,3,0.1,caac8748-ebed-413c-a5d2-a635b5bd8932,nhampossa,m,fence_trap,fish
365,03,salani,,Melanúria timoneira,Gerres longirostris,Gerreidae,bony fish,fish,1.0,0.5,none,5,0.1666666666666666,0,0.0,942decee-217f-4b36-be4c-3948ed7665d0,mucucune,m,hand_line,fish
813,03,salani,,Melanúria timoneira,Gerres longirostris,Gerreidae,bony fish,fish,1.0,0.5,none,4,0.1333333333333333,4,,c0927898-6afe-4a7f-98d1-4ec395b0e647,ilha,f,shrimp_net,shrimp_net
260,03,salani,,Melanúria timoneira,Gerres longirostris,Gerreidae,bony fish,fish,1.0,0.5,none,4,0.1333333333333333,4,0.1333333333333333,ae7d8f6f-e1d1-484c-b65d-5b64c4bec7b8,marrambone,f,shrimp_net,shrimp_net
629,03,salani,,Melanúria timoneira,Gerres longirostris,Gerreidae,bony fish,fish,1.0,0.5,none,4,0.1333333333333333,5,0.1666666666666666,5aeb00bc-7c10-415f-8538-cfe07ef741c2,sahane,m,hand_line,fish
828,03,salani,,Melanúria timoneira,Gerres longirostris,Gerreidae,bony fish,fish,1.0,0.5,none,4,0.1333333333333333,0,,66a27df6-476b-4917-8244-24e557b34ede,ilha,m,gill_net,fish
247,03,salani,,Melanúria timoneira,Gerres longirostris,Gerreidae,bony fish,fish,1.0,0.5,none,4,0.1333333333333333,2,0.0666666666666666,6e76bb44-7881-4dfe-aff2-019452e7f1ef,marrambone,f,shrimp_net,shrimp_net
246,03,salani,,Melanúria timoneira,Gerres longirostris,Gerreidae,bony fish,fish,1.0,0.5,none,4,0.1333333333333333,2,0.0666666666666666,6e76bb44-7881-4dfe-aff2-019452e7f1ef,marrambone,f,glean,glean
420,03,salani,,Melanúria timoneira,Gerres longirostris,Gerreidae,bony fish,fish,1.0,0.5,none,5,0.1666666666666666,7,0.2333333333333333,1469e0fd-0691-405e-b1e8-c144e854fbb7,nhampossa,f,shrimp_net,shrimp_net
812,03,salani,,Melanúria timoneira,Gerres longirostris,Gerreidae,bony fish,fish,1.0,0.5,none,4,0.1333333333333333,4,,c0927898-6afe-4a7f-98d1-4ec395b0e647,ilha,f,glean,glean
376,03,salani,,Melanúria timoneira,Gerres longirostris,Gerreidae,bony fish,fish,1.0,0.5,none,2,0.0666666666666666,2,0.0666666666666666,72b20ec3-78b0-44b1-8f62-06504a26e4c5,mucucune,m,gill_net,fish
413,03,salani,,Melanúria timoneira,Gerres longirostris,Gerreidae,bony fish,fish,1.0,0.5,none,4,0.1333333333333333,5,0.1666666666666666,a00016e0-0782-4f50-a9a8-4a5e202f5c50,nhampossa,m,gill_net,fish
385,03,salani,,Melanúria timoneira,Gerres longirostris,Gerreidae,bony fish,fish,1.0,0.5,none,3,0.1,4,0.1333333333333333,a744e3c9-d3d2-4588-b6cd-900a3f4f4286,mucucune,f,shrimp_net,shrimp_net
320,03,salani,,Melanúria timoneira,Gerres longirostris,Gerreidae,bony fish,fish,1.0,0.5,none,2,0.0666666666666666,1,0.0333333333333333,926e019e-024f-43c8-8bfb-1a8170a861dd,marrambone,f,shrimp_net,shrimp_net
790,03,salani,,Melanúria timoneira,Gerres longirostris,Gerreidae,bony fish,fish,1.0,0.5,none,1,0.0333333333333333,1,,c3694c07-c810-45ef-8b12-e6c25d1b6feb,ilha,f,glean,glean
238,03,salani,,Melanúria timoneira,Gerres longirostris,Gerreidae,bony fish,fish,1.0,0.5,none,4,0.1333333333333333,5,0.1666666666666666,786726d4-2b8e-46a0-ab5f-1339cbe1ab7b,marrambone,f,shrimp_net,shrimp_net
768,03,salani,,Melanúria timoneira,Gerres longirostris,Gerreidae,bony fish,fish,1.0,0.5,none,5,0.1666666666666666,5,,8423da8b-88cf-49f4-8723-5e442b776d59,ilha,m,fence_trap,fish
776,03,salani,,Melanúria timoneira,Gerres longirostris,Gerreidae,bony fish,fish,1.0,0.5,none,6,0.2,6,0.2,b16133a3-e0e9-4edf-8a63-f5fd5cde5cd1,ilha,f,glean,glean
355,03,salani,,Melanúria timoneira,Gerres longirostris,Gerreidae,bony fish,fish,1.0,0.5,none,3,0.1,3,0.1,668fcae1-2e89-417d-b2f7-cca29ae88fcf,mucucune,f,glean,glean
582,03,salani,,Melanúria timoneira,Gerres longirostris,Gerreidae,bony fish,fish,1.0,0.5,none,1,0.0333333333333333,0,0.0,c084112a-11e6-48d0-848c-4b62c67bb16f,nhamaxaxa,f,glean,glean
303,03,salani,,Melanúria timoneira,Gerres longirostris,Gerreidae,bony fish,fish,1.0,0.5,none,7,0.2333333333333333,8,0.2666666666666666,a9a9124d-f801-444e-a6ac-6f1064ecb6a6,marrambone,m,hand_line,fish
821,03,salani,,Melanúria timoneira,Gerres longirostris,Gerreidae,bony fish,fish,1.0,0.5,none,2,0.0666666666666666,2,,27221a9d-a61e-4908-8da8-4e0e2783119e,ilha,f,glean,glean
346,03,salani,,Melanúria timoneira,Gerres longirostris,Gerreidae,bony fish,fish,1.0,0.5,none,5,0.1666666666666666,4,0.1333333333333333,84267d00-7c2a-415c-b15e-d1f3a08a24ea,mucucune,f,glean,glean
841,03,salani,,Melanúria timoneira,Gerres longirostris,Gerreidae,bony fish,fish,1.0,0.5,none,3,0.1,2,0.0666666666666666,217d4e9d-94cc-407a-9aaf-9dabfa977971,kuguana,m,drag_net,fish
295,03,salani,,Melanúria timoneira,Gerres longirostris,Gerreidae,bony fish,fish,1.0,0.5,none,3,0.1,1,0.0333333333333333,e8d84b41-6838-4a4d-b98d-66385c122993,marrambone,m,fence_trap,fish
775,03,salani,,Melanúria timoneira,Gerres longirostris,Gerreidae,bony fish,fish,1.0,0.5,none,6,0.2,6,0.2,b16133a3-e0e9-4edf-8a63-f5fd5cde5cd1,ilha,f,shrimp_net,shrimp_net
563,03,salani,,Melanúria timoneira,Gerres longirostris,Gerreidae,bony fish,fish,1.0,0.5,none,3,0.1,2,0.0666666666666666,ba1de70c-3350-4192-9540-077338da9ce6,nhamaxaxa,m,hand_line,fish
274,03,salani,,Melanúria timoneira,Gerres longirostris,Gerreidae,bony fish,fish,1.0,0.5,none,4,0.1333333333333333,4,0.1333333333333333,fa135abb-d0cf-4f86-81fa-d786fd8a957a,marrambone,f,gill_net,fish
336,03,salani,,Melanúria timoneira,Gerres longirostris,Gerreidae,bony fish,fish,1.0,0.5,none,3,0.1,3,0.1,b1aecc22-d28c-4728-9c70-966d76a26e88,mucucune,m,fence_trap,fish
546,03,salani,,Melanúria timoneira,Gerres longirostris,Gerreidae,bony fish,fish,1.0,0.5,none,3,0.1,3,0.1,43fe56c7-3c31-4683-bea1-c741c3af6618,nhamaxaxa,m,gill_net,fish
273,03,salani,,Melanúria timoneira,Gerres longirostris,Gerreidae,bony fish,fish,1.0,0.5,none,4,0.1333333333333333,4,0.1333333333333333,fa135abb-d0cf-4f86-81fa-d786fd8a957a,marrambone,f,shrimp_net,shrimp_net
272,03,salani,,Melanúria timoneira,Gerres longirostris,Gerreidae,bony fish,fish,1.0,0.5,none,4,0.1333333333333333,4,0.1333333333333333,fa135abb-d0cf-4f86-81fa-d786fd8a957a,marrambone,f,glean,glean
568,03,salani,,Melanúria timoneira,Gerres longirostris,Gerreidae,bony fish,fish,1.0,0.5,none,3,0.1,4,0.1333333333333333,8536dca4-ea83-4248-865b-3b13873d1a90,nhamaxaxa,m,hand_line,fish
796,03,salani,,Melanúria timoneira,Gerres longirostris,Gerreidae,bony fish,fish,1.0,0.5,none,7,0.2333333333333333,7,,6cd30d28-9c1e-4148-a597-7b9d40fc1ae2,ilha,m,shrimp_net,shrimp_net
328,03,salani,,Melanúria timoneira,Gerres longirostris,Gerreidae,bony fish,fish,1.0,0.5,none,5,0.1666666666666666,3,0.1,47619fa4-71bc-4eef-b706-4e52c3cd7db8,mucucune,m,basket_trap,fish
435,03,salani,,Melanúria timoneira,Gerres longirostris,Gerreidae,bony fish,fish,1.0,0.5,none,6,0.2,3,0.1,a9325c3b-f81d-431a-9628-6b0b57ede5e3,nhampossa,f,gill_net,fish
581,03,salani,,Melanúria timoneira,Gerres longirostris,Gerreidae,bony fish,fish,1.0,0.5,none,1,0.0333333333333333,0,0.0,c084112a-11e6-48d0-848c-4b62c67bb16f,nhamaxaxa,f,shrimp_net,shrimp_net
307,03,salani,,Melanúria timoneira,Gerres longirostris,Gerreidae,bony fish,fish,1.0,0.5,none,8,0.2666666666666666,3,0.1,c4bf73af-5f99-4b43-abd8-9373a369c415,marrambone,m,gill_net,fish
393,03,salani,,Melanúria timoneira,Gerres longirostris,Gerreidae,bony fish,fish,1.0,0.5,none,4,0.1333333333333333,3,0.1,615838ac-55f5-4537-ba76-fecefaddd226,mucucune,f,shrimp_net,shrimp_net
457,03,salani,,Melanúria timoneira,Gerres longirostris,Gerreidae,bony fish,fish,1.0,0.5,none,3,0.1,3,0.1,be5b94c1-65c2-44dc-af3c-8a0c1f35f055,madava,m,drag_net,fish
52,03,salani,,Melanúria timoneira,Gerres longirostris,Gerreidae,bony fish,fish,1.0,0.5,none,4,0.1333333333333333,4,0.1333333333333333,0d25df79-dc4d-42aa-9bc9-3b705d683d68,nhamua,m,gill_net,fish
83,03,salani,,Melanúria timoneira,Gerres longirostris,Gerreidae,bony fish,fish,1.0,0.5,none,4,0.1333333333333333,4,0.1333333333333333,c970df6e-cd2f-4068-a322-0f4b0018e5f5,josina_machel,m,glean,glean
213,03,salani,,Melanúria timoneira,Gerres longirostris,Gerreidae,bony fish,fish,1.0,0.5,none,7,0.2333333333333333,0,0.0,6b249316-c1e7-4f4f-a49f-435e11af63a2,chamane,m,glean,glean
212,03,salani,,Melanúria timoneira,Gerres longirostris,Gerreidae,bony fish,fish,1.0,0.5,none,7,0.2333333333333333,0,0.0,6b249316-c1e7-4f4f-a49f-435e11af63a2,chamane,m,shrimp_net,shrimp_net
128,03,salani,,Melanúria timoneira,Gerres longirostris,Gerreidae,bony fish,fish,1.0,0.5,none,5,0.1666666666666666,1,0.0333333333333333,e6132e33-e9f3-45ea-a5cf-7d565844a22c,josina_machel,m,hand_line,fish
46,03,salani,,Melanúria timoneira,Gerres longirostris,Gerreidae,bony fish,fish,1.0,0.5,none,7,0.2333333333333333,7,0.2333333333333333,4baf4004-6764-4530-a467-07a85d6231ee,nhamua,f,shrimp_net,shrimp_net
211,03,salani,,Melanúria timoneira,Gerres longirostris,Gerreidae,bony fish,fish,1.0,0.5,none,7,0.2333333333333333,0,0.0,6b249316-c1e7-4f4f-a49f-435e11af63a2,chamane,m,gill_net,fish
152,03,salani,,Melanúria timoneira,Gerres longirostris,Gerreidae,bony fish,fish,1.0,0.5,none,1,0.0333333333333333,2,0.0666666666666666,21b02f45-d7ae-4f05-9a52-89dad34349af,chamane,m,glean,glean
144,03,salani,,Melanúria timoneira,Gerres longirostris,Gerreidae,bony fish,fish,1.0,0.5,none,3,0.1,3,0.1,1d5f5cdd-4deb-4017-ae95-ed677c22bd24,josina_machel,f,glean,glean
200,03,salani,,Melanúria timoneira,Gerres longirostris,Gerreidae,bony fish,fish,1.0,0.5,none,1,0.0333333333333333,1,0.0333333333333333,d9f43af5-8ab9-476c-bcbd-809deddcdd71,chamane,f,glean,glean
60,03,salani,,Melanúria timoneira,Gerres longirostris,Gerreidae,bony fish,fish,1.0,0.5,none,3,0.1,3,0.1,84c51f1a-1d76-4548-b5d1-2ff016fdff3c,nhamua,f,shrimp_net,shrimp_net
158,03,salani,,Melanúria timoneira,Gerres longirostris,Gerreidae,bony fish,fish,1.0,0.5,none,3,0.1,6,0.2,5861a90d-3554-4a81-b5e8-e8f9870b88fb,chamane,m,hand_line,fish
194,03,salani,,Melanúria timoneira,Gerres longirostris,Gerreidae,bony fish,fish,1.0,0.5,none,8,0.2666666666666666,9,0.3,7793fa9e-5754-44f7-a642-e8e243e6ff55,chamane,m,shrimp_net,shrimp_net
141,03,salani,,Melanúria timoneira,Gerres longirostris,Gerreidae,bony fish,fish,1.0,0.5,none,5,0.1666666666666666,3,0.1,59848ba5-82a3-4de3-b546-44d37605c0d9,josina_machel,m,diving,fish
169,03,salani,,Melanúria timoneira,Gerres longirostris,Gerreidae,bony fish,fish,1.0,0.5,none,2,0.0666666666666666,2,0.0666666666666666,d4d143b4-de71-42bd-be9e-b42bcadd5863,chamane,m,shrimp_net,shrimp_net
113,03,salani,,Melanúria timoneira,Gerres longirostris,Gerreidae,bony fish,fish,1.0,0.5,none,3,0.1,3,0.1,37446c9d-41b8-4942-8a68-e30fce638745,josina_machel,m,shrimp_net,shrimp_net
82,03,salani,,Melanúria timoneira,Gerres longirostris,Gerreidae,bony fish,fish,1.0,0.5,none,4,0.1333333333333333,4,0.1333333333333333,c970df6e-cd2f-4068-a322-0f4b0018e5f5,josina_machel,m,diving,fish
188,03,salani,,Melanúria timoneira,Gerres longirostris,Gerreidae,bony fish,fish,1.0,0.5,none,6,0.2,0,0.0,7dc8a846-da63-495f-815e-10c1c4b6720d,chamane,f,shrimp_net,shrimp_net
168,03,salani,,Melanúria timoneira,Gerres longirostris,Gerreidae,bony fish,fish,1.0,0.5,none,2,0.0666666666666666,2,0.0666666666666666,d4d143b4-de71-42bd-be9e-b42bcadd5863,chamane,m,hand_line,fish
17,03,salani,,Melanúria timoneira,Gerres longirostris,Gerreidae,bony fish,fish,1.0,0.5,none,3,0.1,3,0.1,8b4320ee-bf8d-4616-b0bc-d8bc33e9cc99,nhamua,m,gill_net,fish
230,03,salani,,Melanúria timoneira,Gerres longirostris,Gerreidae,bony fish,fish,1.0,0.5,none,6,0.2,6,0.2,fb35740b-c147-41b7-b604-35eed1bf5c77,chamane,m,gill_net,fish
231,03,salani,,Melanúria timoneira,Gerres longirostris,Gerreidae,bony fish,fish,1.0,0.5,none,6,0.2,6,0.2,fb35740b-c147-41b7-b604-35eed1bf5c77,chamane,m,shrimp_net,shrimp_net
29,03,salani,,Melanúria timoneira,Gerres longirostris,Gerreidae,bony fish,fish,1.0,0.5,none,5,0.1666666666666666,5,0.1666666666666666,1205bf41-13d7-4421-b564-4a77c527cd17,nhamua,m,fence_trap,fish
101,03,salani,,Melanúria timoneira,Gerres longirostris,Gerreidae,bony fish,fish,1.0,0.5,none,3,0.1,3,0.1,3e185060-4034-4ece-9bd3-fa7aad0a4c83,josina_machel,m,glean,glean
73,03,salani,,Melanúria timoneira,Gerres longirostris,Gerreidae,bony fish,fish,1.0,0.5,none,7,0.2333333333333333,7,0.2333333333333333,c440707b-35aa-4bca-abca-50c81f169c89,josina_machel,m,gill_net,fish
833,04,pata,dzipata,peixe zebras,Teraponidae,Teraponidae,bony fish,fish,1.0,3.0,high,3,0.1,0,,66a27df6-476b-4917-8244-24e557b34ede,ilha,m,gill_net,fish
647,04,pata,dzipata,peixe zebras,Teraponidae,Teraponidae,bony fish,fish,1.0,3.0,high,10,0.3333333333333333,4,0.1333333333333333,a9702bf4-6440-4e06-9f33-8f26a998afd3,nguja,f,glean,glean
558,04,pata,dzipata,peixe zebras,Teraponidae,Teraponidae,bony fish,fish,1.0,3.0,high,10,0.3333333333333333,11,0.3666666666666666,ba1de70c-3350-4192-9540-077338da9ce6,nhamaxaxa,m,hand_line,fish
654,04,pata,dzipata,peixe zebras,Teraponidae,Teraponidae,bony fish,fish,1.0,3.0,high,8,0.2666666666666666,5,0.1666666666666666,dc97eb44-cd78-4a2c-88bb-90d04851de2c,nguja,f,glean,glean
163,04,pata,dzipata,peixe zebras,Teraponidae,Teraponidae,bony fish,fish,1.0,3.0,high,0,0.0,9,0.3,5861a90d-3554-4a81-b5e8-e8f9870b88fb,chamane,m,hand_line,fish
510,04,pata,dzipata,peixe zebras,Teraponidae,Teraponidae,bony fish,fish,1.0,3.0,high,8,0.2666666666666666,8,0.2666666666666666,1436c090-ffc1-44f1-8a1f-115e2164b9b1,madava,f,shrimp_net,shrimp_net
554,04,pata,dzipata,peixe zebras,Teraponidae,Teraponidae,bony fish,fish,1.0,3.0,high,3,0.1,4,0.1333333333333333,affb9ddf-bde5-4005-8a5c-962978da994f,nhamaxaxa,m,gill_net,fish
